,Date,Price (USD)
AG,7/19/2019,16.315
AG,7/18/2019,16.03
AG,7/17/2019,15.61
AG,7/16/2019,15.395
AG,7/15/2019,15.32
AG,7/12/2019,15.14
AG,7/11/2019,15.265
AG,7/10/2019,15.095
AG,7/9/2019,15.025
AG,7/8/2019,15.07
AG,7/5/2019,15.21
AG,7/4/2019,15.28
AG,7/3/2019,15.31
AG,7/2/2019,15.17
AG,7/1/2019,15.26
AG,6/28/2019,15.22
AG,6/27/2019,15.25
AG,6/26/2019,15.255
AG,6/25/2019,15.4
AG,6/24/2019,15.37
AG,6/21/2019,15.29
AG,6/20/2019,15.33
AG,6/19/2019,14.945
AG,6/18/2019,14.895
AG,6/17/2019,14.78
AG,6/14/2019,15.025
AG,6/13/2019,14.795
AG,6/12/2019,14.79
AG,6/11/2019,14.695
AG,6/10/2019,14.745
AG,6/7/2019,14.91
AG,6/6/2019,14.955
AG,6/5/2019,14.84
AG,6/4/2019,14.72
AG,6/3/2019,14.705
AG,5/31/2019,14.48
AG,5/30/2019,14.4
AG,5/29/2019,14.375
AG,5/28/2019,14.48
AG,5/24/2019,14.55
AG,5/23/2019,14.48
AG,5/22/2019,14.435
AG,5/21/2019,14.43
AG,5/20/2019,14.415
AG,5/17/2019,14.48
AG,5/16/2019,14.795
AG,5/15/2019,14.815
AG,5/14/2019,14.755
AG,5/13/2019,14.66
AG,5/10/2019,14.795
AG,5/9/2019,14.82
AG,5/8/2019,14.93
AG,5/7/2019,14.83
AG,5/3/2019,14.655
AG,5/2/2019,14.675
AG,5/1/2019,14.88
AG,4/30/2019,14.985
AG,4/29/2019,14.97
AG,4/26/2019,15
AG,4/25/2019,14.865
AG,4/24/2019,14.805
AG,4/23/2019,14.975
AG,4/18/2019,14.955
AG,4/17/2019,15
AG,4/16/2019,14.945
AG,4/15/2019,14.935
AG,4/12/2019,15.065
AG,4/11/2019,15.16
AG,4/10/2019,15.245
AG,4/9/2019,15.255
AG,4/8/2019,15.14
AG,4/5/2019,15.195
AG,4/4/2019,15.085
AG,4/3/2019,15.165
AG,4/2/2019,15.025
AG,4/1/2019,15.07
AG,3/29/2019,15.1
AG,3/28/2019,15.195
AG,3/27/2019,15.4
AG,3/26/2019,15.44
AG,3/25/2019,15.525
AG,3/22/2019,15.46
AG,3/21/2019,15.54
AG,3/20/2019,15.32
AG,3/19/2019,15.41
AG,3/18/2019,15.38
AG,3/15/2019,15.355
AG,3/14/2019,15.235
AG,3/13/2019,15.52
AG,3/12/2019,15.445
AG,3/11/2019,15.295
AG,3/8/2019,15.115
AG,3/7/2019,15.075
AG,3/6/2019,15.095
AG,3/5/2019,15.11
AG,3/4/2019,15.16
AG,3/1/2019,15.56
AG,2/28/2019,15.815
AG,2/27/2019,15.86
AG,2/26/2019,15.83
AG,2/25/2019,15.955
AG,2/22/2019,15.87
AG,2/21/2019,15.91
AG,2/20/2019,16.035
AG,2/19/2019,15.78
AG,2/18/2019,15.765
AG,2/15/2019,15.675
AG,2/14/2019,15.58
AG,2/13/2019,15.695
AG,2/12/2019,15.81
AG,2/11/2019,15.705
AG,2/8/2019,15.78
AG,2/7/2019,15.71
AG,2/6/2019,15.73
AG,2/5/2019,15.865
AG,2/4/2019,15.745
AG,2/1/2019,16.01
AG,1/31/2019,16.075
AG,1/30/2019,15.915
AG,1/29/2019,15.855
AG,1/28/2019,15.685
AG,1/25/2019,15.375
AG,1/24/2019,15.3
AG,1/23/2019,15.385
AG,1/22/2019,15.26
AG,1/21/2019,15.26
AG,1/18/2019,15.47
AG,1/17/2019,15.575
AG,1/16/2019,15.54
AG,1/15/2019,15.6
AG,1/14/2019,15.615
AG,1/11/2019,15.68
AG,1/10/2019,15.705
AG,1/9/2019,15.62
AG,1/8/2019,15.64
AG,1/7/2019,15.75
AG,1/4/2019,15.705
AG,1/3/2019,15.535
AG,1/2/2019,15.44
AG,12/31/2018,15.465
AG,12/28/2018,15.295
AG,12/27/2018,15.055
AG,12/24/2018,14.675
AG,12/21/2018,14.69
AG,12/20/2018,14.77
AG,12/19/2018,14.645
AG,12/18/2018,14.655
AG,12/17/2018,14.6
AG,12/14/2018,14.58
AG,12/13/2018,14.68
AG,12/12/2018,14.655
AG,12/11/2018,14.64
AG,12/10/2018,14.53
AG,12/7/2018,14.485
AG,12/6/2018,14.38
AG,12/5/2018,14.48
AG,12/4/2018,14.545
AG,12/3/2018,14.385
AG,11/30/2018,14.235
AG,11/29/2018,14.265
AG,11/28/2018,14.15
AG,11/27/2018,14.275
AG,11/26/2018,14.38
AG,11/23/2018,14.255
AG,11/22/2018,14.52
AG,11/21/2018,14.42
AG,11/20/2018,14.44
AG,11/19/2018,14.36
AG,11/16/2018,14.285
AG,11/15/2018,14.13
AG,11/14/2018,13.97
AG,11/13/2018,14.02
AG,11/12/2018,14.16
AG,11/9/2018,14.34
AG,11/8/2018,14.49
AG,11/7/2018,14.67
AG,11/6/2018,14.7
AG,11/5/2018,14.735
AG,11/2/2018,14.82
AG,11/1/2018,14.45
AG,10/31/2018,14.34
AG,10/30/2018,14.425
AG,10/29/2018,14.65
AG,10/26/2018,14.69
AG,10/25/2018,14.74
AG,10/24/2018,14.745
AG,10/23/2018,14.715
AG,10/22/2018,14.63
AG,10/19/2018,14.61
AG,10/18/2018,14.515
AG,10/17/2018,14.65
AG,10/16/2018,14.755
AG,10/15/2018,14.74
AG,10/12/2018,14.6
AG,10/11/2018,14.4
AG,10/10/2018,14.375
AG,10/9/2018,14.325
AG,10/8/2018,14.465
AG,10/5/2018,14.635
AG,10/4/2018,14.63
AG,10/3/2018,14.735
AG,10/2/2018,14.505
AG,10/1/2018,14.55
AG,9/28/2018,14.305
AG,9/27/2018,14.42
AG,9/26/2018,14.475
AG,9/25/2018,14.29
AG,9/24/2018,14.315
AG,9/21/2018,14.33
AG,9/20/2018,14.23
AG,9/19/2018,14.185
AG,9/18/2018,14.21
AG,9/17/2018,14.17
AG,9/14/2018,14.215
AG,9/13/2018,14.225
AG,9/12/2018,14.155
AG,9/11/2018,14.125
AG,9/10/2018,14.215
AG,9/7/2018,14.185
AG,9/6/2018,14.265
AG,9/5/2018,14.17
AG,9/4/2018,14.25
AG,9/3/2018,14.525
AG,8/31/2018,14.655
AG,8/30/2018,14.665
AG,8/29/2018,14.69
AG,8/28/2018,14.9
AG,8/24/2018,14.62
AG,8/23/2018,14.625
AG,8/22/2018,14.81
AG,8/21/2018,14.785
AG,8/20/2018,14.755
AG,8/17/2018,14.66
AG,8/16/2018,14.605
AG,8/15/2018,14.825
AG,8/14/2018,15.035
AG,8/13/2018,15.185
AG,8/10/2018,15.375
AG,8/9/2018,15.48
AG,8/8/2018,15.345
AG,8/7/2018,15.465
AG,8/6/2018,15.345
AG,8/3/2018,15.36
AG,8/2/2018,15.45
AG,8/1/2018,15.475
AG,7/31/2018,15.43
AG,7/30/2018,15.49
AG,7/27/2018,15.355
AG,7/26/2018,15.535
AG,7/25/2018,15.565
AG,7/24/2018,15.51
AG,7/23/2018,15.485
AG,7/20/2018,15.37
AG,7/19/2018,15.26
AG,7/18/2018,15.44
AG,7/17/2018,15.77
AG,7/16/2018,15.81
AG,7/13/2018,15.81
AG,7/12/2018,15.84
AG,7/11/2018,15.915
AG,7/10/2018,15.93
AG,7/9/2018,16.205
AG,7/6/2018,15.995
AG,7/5/2018,15.95
AG,7/4/2018,16.045
AG,7/3/2018,15.93
AG,7/2/2018,15.98
AG,6/29/2018,16.03
AG,6/28/2018,16.11
AG,6/27/2018,16.21
AG,6/26/2018,16.225
AG,6/25/2018,16.375
AG,6/22/2018,16.425
AG,6/21/2018,16.245
AG,6/20/2018,16.285
AG,6/19/2018,16.355
AG,6/18/2018,16.605
AG,6/15/2018,17.225
AG,6/14/2018,17.125
AG,6/13/2018,16.905
AG,6/12/2018,16.855
AG,6/11/2018,16.76
AG,6/8/2018,16.72
AG,6/7/2018,16.745
AG,6/6/2018,16.545
AG,6/5/2018,16.385
AG,6/4/2018,16.44
AG,6/1/2018,16.42
AG,5/31/2018,16.55
AG,5/30/2018,16.37
AG,5/29/2018,16.475
AG,5/25/2018,16.67
AG,5/24/2018,16.51
AG,5/23/2018,16.53
AG,5/22/2018,16.58
AG,5/21/2018,16.34
AG,5/18/2018,16.39
AG,5/17/2018,16.385
AG,5/16/2018,16.255
AG,5/15/2018,16.41
AG,5/14/2018,16.645
AG,5/11/2018,16.76
AG,5/10/2018,16.6
AG,5/9/2018,16.44
AG,5/8/2018,16.445
AG,5/4/2018,16.415
AG,5/3/2018,16.465
AG,5/2/2018,16.35
AG,5/1/2018,16.25
AG,4/30/2018,16.38
AG,4/27/2018,16.53
AG,4/26/2018,16.575
AG,4/25/2018,16.565
AG,4/24/2018,16.595
AG,4/23/2018,16.935
AG,4/20/2018,17.11
AG,4/19/2018,17.195
AG,4/18/2018,16.945
AG,4/17/2018,16.625
AG,4/16/2018,16.6
AG,4/13/2018,16.505
AG,4/12/2018,16.655
AG,4/11/2018,16.565
AG,4/10/2018,16.49
AG,4/9/2018,16.34
AG,4/6/2018,16.275
AG,4/5/2018,16.305
AG,4/4/2018,16.46
AG,4/3/2018,16.52
AG,3/29/2018,16.28
AG,3/28/2018,16.455
AG,3/27/2018,16.64
AG,3/26/2018,16.61
AG,3/23/2018,16.53
AG,3/22/2018,16.52
AG,3/21/2018,16.245
AG,3/20/2018,16.25
AG,3/19/2018,16.285
AG,3/16/2018,16.475
AG,3/15/2018,16.52
AG,3/14/2018,16.605
AG,3/13/2018,16.51
AG,3/12/2018,16.455
AG,3/9/2018,16.485
AG,3/8/2018,16.48
AG,3/7/2018,16.645
AG,3/6/2018,16.62
AG,3/5/2018,16.51
AG,3/2/2018,16.445
AG,3/1/2018,16.315
AG,2/28/2018,16.44
AG,2/27/2018,16.61
AG,2/26/2018,16.67
AG,2/23/2018,16.61
AG,2/22/2018,16.465
AG,2/21/2018,16.435
AG,2/20/2018,16.57
AG,2/19/2018,16.72
AG,2/16/2018,16.835
AG,2/15/2018,16.825
AG,2/14/2018,16.58
AG,2/13/2018,16.605
AG,2/12/2018,16.425
AG,2/9/2018,16.355
AG,2/8/2018,16.345
AG,2/7/2018,16.69
AG,2/6/2018,16.805
AG,2/5/2018,16.875
AG,2/2/2018,17.135
AG,2/1/2018,17.19
AG,1/31/2018,17.23
AG,1/30/2018,17.295
AG,1/29/2018,17.335
AG,1/26/2018,17.4
AG,1/25/2018,17.52
AG,1/24/2018,17.19
AG,1/23/2018,16.98
AG,1/22/2018,17.035
AG,1/19/2018,17.04
AG,1/18/2018,17.09
AG,1/17/2018,17.21
AG,1/16/2018,17.095
AG,1/15/2018,17.325
AG,1/12/2018,17.12
AG,1/11/2018,17.01
AG,1/10/2018,17.135
AG,1/9/2018,17.055
AG,1/8/2018,17.17
AG,1/5/2018,17.155
AG,1/4/2018,17.13
AG,1/3/2018,17.125
AG,1/2/2018,17.06
AG,12/29/2017,16.865
AG,12/28/2017,16.74
AG,12/27/2017,16.5
AG,12/22/2017,16.175
AG,12/21/2017,16.145
AG,12/20/2017,16.185
AG,12/19/2017,16.155
AG,12/18/2017,16.09
AG,12/15/2017,15.985
AG,12/14/2017,16.01
AG,12/13/2017,15.705
AG,12/12/2017,15.78
AG,12/11/2017,15.835
AG,12/8/2017,15.825
AG,12/7/2017,15.91
AG,12/6/2017,16.115
AG,12/5/2017,16.285
AG,12/4/2017,16.33
AG,12/1/2017,16.42
AG,11/30/2017,16.57
AG,11/29/2017,16.895
AG,11/28/2017,17.07
AG,11/27/2017,17.1
AG,11/24/2017,17.05
AG,11/23/2017,17.095
AG,11/22/2017,16.965
AG,11/21/2017,17
AG,11/20/2017,17.145
AG,11/17/2017,17.085
AG,11/16/2017,17.04
AG,11/15/2017,17.115
AG,11/14/2017,16.935
AG,11/13/2017,16.925
AG,11/10/2017,17
AG,11/9/2017,17.1
AG,11/8/2017,16.995
AG,11/7/2017,17.005
AG,11/6/2017,16.915
AG,11/3/2017,17.085
AG,11/2/2017,17.08
AG,11/1/2017,16.94
AG,10/31/2017,16.82
AG,10/30/2017,16.735
AG,10/27/2017,16.72
AG,10/26/2017,16.97
AG,10/25/2017,16.89
AG,10/24/2017,17.035
AG,10/23/2017,16.995
AG,10/20/2017,17.075
AG,10/19/2017,17.025
AG,10/18/2017,16.95
AG,10/17/2017,17.11
AG,10/16/2017,17.41
AG,10/13/2017,17.2
AG,10/12/2017,17.195
AG,10/11/2017,17.15
AG,10/10/2017,17.12
AG,10/9/2017,16.92
AG,10/6/2017,16.625
AG,10/5/2017,16.66
AG,10/4/2017,16.825
AG,10/3/2017,16.61
AG,10/2/2017,16.58
AG,9/29/2017,16.86
AG,9/28/2017,16.82
AG,9/27/2017,16.89
AG,9/26/2017,17.01
AG,9/25/2017,16.95
AG,9/22/2017,16.97
AG,9/21/2017,16.95
AG,9/20/2017,17.38
AG,9/19/2017,17.15
AG,9/18/2017,17.53
AG,9/15/2017,17.7
AG,9/14/2017,17.75
AG,9/13/2017,17.91
AG,9/12/2017,17.75
AG,9/11/2017,17.85
AG,9/8/2017,18.21
AG,9/7/2017,17.79
AG,9/6/2017,17.77
AG,9/5/2017,17.88
AG,9/4/2017,17.8
AG,9/1/2017,17.5
AG,8/31/2017,17.34
AG,8/30/2017,17.44
AG,8/29/2017,17.6
AG,8/25/2017,17.02
AG,8/24/2017,16.93
AG,8/23/2017,17.06
AG,8/22/2017,17.02
AG,8/21/2017,17.02
AG,8/18/2017,17.15
AG,8/17/2017,17.02
AG,8/16/2017,16.68
AG,8/15/2017,16.89
AG,8/14/2017,16.97
AG,8/11/2017,17.09
AG,8/10/2017,17.08
AG,8/9/2017,16.59
AG,8/8/2017,16.39
AG,8/7/2017,16.13
AG,8/4/2017,16.7
AG,8/3/2017,16.47
AG,8/2/2017,16.67
AG,8/1/2017,16.74
AG,7/31/2017,16.76
AG,7/28/2017,16.56
AG,7/27/2017,16.79
AG,7/26/2017,16.37
AG,7/25/2017,16.31
AG,7/24/2017,16.5
AG,7/21/2017,16.43
AG,7/20/2017,16.18
AG,7/19/2017,16.23
AG,7/18/2017,16.17
AG,7/17/2017,16.07
AG,7/14/2017,15.71
AG,7/13/2017,15.95
AG,7/12/2017,15.83
AG,7/11/2017,15.51
AG,7/10/2017,15.22
AG,7/7/2017,15.84
AG,7/6/2017,16.01
AG,7/5/2017,15.95
AG,7/4/2017,16.15
AG,7/3/2017,16.48
AG,6/30/2017,16.47
AG,6/29/2017,16.83
AG,6/28/2017,16.78
AG,6/27/2017,16.66
AG,6/26/2017,16.53
AG,6/23/2017,16.71
AG,6/22/2017,16.58
AG,6/21/2017,16.51
AG,6/20/2017,16.59
AG,6/19/2017,16.67
AG,6/16/2017,16.76
AG,6/15/2017,16.86
AG,6/14/2017,16.96
AG,6/13/2017,16.82
AG,6/12/2017,17.13
AG,6/9/2017,17.35
AG,6/8/2017,17.6
AG,6/7/2017,17.6
AG,6/6/2017,17.56
AG,6/5/2017,17.52
AG,6/2/2017,17.19
AG,6/1/2017,17.13
AG,5/31/2017,17.31
AG,5/30/2017,17.27
AG,5/26/2017,17.29
AG,5/25/2017,17.15
AG,5/24/2017,17.03
AG,5/23/2017,17.14
AG,5/22/2017,16.95
AG,5/19/2017,16.77
AG,5/18/2017,16.81
AG,5/17/2017,16.9
AG,5/16/2017,16.72
AG,5/15/2017,16.59
AG,5/12/2017,16.3
AG,5/11/2017,16.37
AG,5/10/2017,16.29
AG,5/9/2017,16.22
AG,5/8/2017,16.38
AG,5/5/2017,16.27
AG,5/4/2017,16.5
AG,5/3/2017,16.85
AG,5/2/2017,16.95
AG,4/28/2017,17.41
AG,4/27/2017,17.46
AG,4/26/2017,17.59
AG,4/25/2017,17.84
AG,4/24/2017,17.81
AG,4/21/2017,17.98
AG,4/20/2017,18.19
AG,4/19/2017,18.22
AG,4/18/2017,18.42
AG,4/13/2017,18.56
AG,4/12/2017,18.31
AG,4/11/2017,17.94
AG,4/10/2017,17.94
AG,4/7/2017,18.4
AG,4/6/2017,18.22
AG,4/5/2017,18.26
AG,4/4/2017,18.34
AG,4/3/2017,18.16
AG,3/31/2017,18.06
AG,3/30/2017,18.1
AG,3/29/2017,18.13
AG,3/28/2017,17.94
AG,3/27/2017,17.94
AG,3/24/2017,17.63
AG,3/23/2017,17.55
AG,3/22/2017,17.58
AG,3/21/2017,17.31
AG,3/20/2017,17.23
AG,3/17/2017,17.4
AG,3/16/2017,17.46
AG,3/15/2017,16.91
AG,3/14/2017,17
AG,3/13/2017,17.02
AG,3/10/2017,16.89
AG,3/9/2017,17.14
AG,3/8/2017,17.4
AG,3/7/2017,17.7
AG,3/6/2017,17.81
AG,3/3/2017,17.66
AG,3/2/2017,18.33
AG,3/1/2017,18.33
AG,2/28/2017,18.28
AG,2/27/2017,18.34
AG,2/24/2017,18.27
AG,2/23/2017,18
AG,2/22/2017,18
AG,2/21/2017,17.89
AG,2/20/2017,17.98
AG,2/17/2017,18.005
AG,2/16/2017,18.1
AG,2/15/2017,17.88
AG,2/14/2017,17.905
AG,2/13/2017,17.97
AG,2/10/2017,17.62
AG,2/9/2017,17.715
AG,2/8/2017,17.74
AG,2/7/2017,17.6
AG,2/6/2017,17.6
AG,2/3/2017,17.28
AG,2/2/2017,17.71
AG,2/1/2017,17.6
AG,1/31/2017,17.29
AG,1/30/2017,17.1
AG,1/27/2017,16.7
AG,1/26/2017,16.86
AG,1/25/2017,16.93
AG,1/24/2017,17.105
AG,1/23/2017,17.14
AG,1/20/2017,16.89
AG,1/19/2017,16.95
AG,1/18/2017,17.12
AG,1/17/2017,17
AG,1/16/2017,16.82
AG,1/13/2017,16.76
AG,1/12/2017,16.91
AG,1/11/2017,16.79
AG,1/10/2017,16.665
AG,1/9/2017,16.52
AG,1/6/2017,16.45
AG,1/5/2017,16.59
AG,1/4/2017,16.42
AG,1/3/2017,15.95
AG,12/30/2016,16.24
AG,12/29/2016,16.06
AG,12/28/2016,15.85
AG,12/23/2016,15.74
AG,12/22/2016,15.77
AG,12/21/2016,16.03
AG,12/20/2016,15.8
AG,12/19/2016,16
AG,12/16/2016,16.05
AG,12/15/2016,16.14
AG,12/14/2016,17.11
AG,12/13/2016,17.01
AG,12/12/2016,16.86
AG,12/9/2016,16.95
AG,12/8/2016,17.13
AG,12/7/2016,16.77
AG,12/6/2016,16.79
AG,12/5/2016,16.62
AG,12/2/2016,16.35
AG,12/1/2016,16.3
AG,11/30/2016,16.67
AG,11/29/2016,16.54
AG,11/28/2016,16.68
AG,11/25/2016,16.465
AG,11/24/2016,16.31
